index,r,g,b,soundFreq,octave,note,noteClass,audioClass
3969,130,0,181,5753.78,8,5,F,highTreble,
3970,97,0,0,22.48,0,5,F,lowBass,
3971,255,0,0,44.95,1,5,F,midBass,
3972,255,137,0,89.8,2,5,F,highBass,
3973,255,239,0,179.7,3,5,F,lowMidrange,
3974,112,255,0,359.5,4,5,F,midMidrange,
3975,0,192,255,719.12,5,5,F,highMidrange,
3976,0,97,255,1438.34,6,5,F,lowTreble,
3977,126,0,219,2877.12,7,5,F,midTreble,
3978,131,0,181,5753.67,8,5,F,highTreble,
3979,15,0,0,16.35,0,0,C,lowBass,
3980,31,0,0,17.32,0,1,C#,lowBass,
3981,45,0,0,18.35,0,2,D,lowBass,
3982,61,0,0,19.45,0,3,D#,lowBass,
3983,76,0,0,20.6,0,4,E,lowBass,
3984,91,0,0,21.83,0,5,F,lowBass,
3985,107,0,0,23.12,0,6,F#,lowBass,
3986,121,0,0,24.5,0,7,G,lowBass,
3987,137,0,0,25.96,0,8,G#,lowBass,
3988,152,0,0,27.5,0,9,A,lowBass,
3989,167,0,0,29.14,0,10,A#,lowBass,
3990,183,0,0,30.87,0,11,B,lowBass,
3991,40,0,0,32.7,1,0,C,midBass,
3992,80,0,0,34.65,1,1,C#,midBass,
3993,120,0,0,36.71,1,2,D,midBass,
3994,160,0,0,38.89,1,3,D#,midBass,
3995,200,0,0,41.2,1,4,E,midBass,
3996,240,0,0,43.65,1,5,F,midBass,
3997,255,25,25,46.25,1,6,F#,midBass,
3998,255,65,65,49.0,1,7,G,midBass,
3999,255,105,105,55.91,1,8,G#,midBass,
4000,255,145,145,55.0,1,7,G,midBass,
4001,255,185,185,58.27,1,10,A#,midBass,
4002,255,225,225,61.74,1,11,B,midBass,
4003,40,21,0,65.41,2,0,C,highBass,
4004,80,43,0,69.3,2,1,C#,highBass,
4005,120,64,0,73.42,2,2,D,highBass,
4006,160,85,0,77.78,2,3,D#,highBass,
4007,200,107,0,82.41,2,4,E,highBass,
4008,240,128,0,87.31,2,5,F,highBass,
4009,255,148,25,92.5,2,6,F#,highBass,
4010,255,166,65,98.0,2,7,G,highBass,
4011,255,185,105,103.83,2,8,G#,highBass,
4012,255,204,145,110.0,2,8,G#,highBass,
4013,255,222,185,116.54,2,10,A#,highBass,
4014,255,241,225,123.47,2,10,A#,highBass,
4015,40,37,0,130.81,3,0,C,lowMidrange,
4016,80,75,0,138.59,3,1,C#,lowMidrange,
4017,120,112,0,146.83,3,2,D,lowMidrange,
4018,160,150,0,155.56,3,3,D#,lowMidrange,
4019,200,187,0,164.81,3,4,E,lowMidrange,
4020,240,224,0,174.61,3,5,F,lowMidrange,
4021,255,240,25,185.0,3,6,F#,lowMidrange,
4022,255,242,65,196.0,3,7,G,lowMidrange,
4023,255,245,105,207.65,3,8,G#,lowMidrange,
4024,255,248,145,220.0,3,8,G#,lowMidrange,
4025,255,250,185,233.08,3,10,A#,lowMidrange,
4026,255,253,225,246.94,3,11,B,lowMidrange,
4027,17,40,0,261.63,4,0,C,midMidrange,
4028,35,80,0,277.18,4,1,C#,midMidrange,
4029,52,120,0,293.66,4,2,D,midMidrange,
4030,69,160,0,311.13,4,3,D#,midMidrange,
4031,87,200,0,329.63,4,4,E,midMidrange,
4032,104,240,0,349.23,4,5,F,midMidrange,
4033,125,255,25,369.99,4,6,F#,midMidrange,
4034,147,255,65,392.0,4,7,G,midMidrange,
4035,170,255,105,415.3,4,8,G#,midMidrange,
4036,193,255,145,440.0,4,8,G#,midMidrange,
4037,215,255,185,466.16,4,9,A,midMidrange,
4038,238,255,225,493.88,4,10,A#,midMidrange,
4039,0,30,40,523.25,5,0,C,highMidrange,
4040,0,60,80,554.37,5,1,C#,highMidrange,
4041,0,90,120,587.33,5,2,D,highMidrange,
4042,0,120,160,622.25,5,3,D#,highMidrange,
4043,0,150,200,659.25,5,4,E,highMidrange,
4044,0,180,240,698.46,5,5,F,highMidrange,
4045,25,197,255,739.99,5,6,F#,highMidrange,
4046,65,207,255,783.99,5,7,G,highMidrange,
4047,105,217,255,830.61,5,8,G#,highMidrange,
4048,145,227,255,880.0,5,8,G#,highMidrange,
4049,185,238,255,932.33,5,10,A#,highMidrange,
4050,225,247,255,987.77,5,11,B,highMidrange,
4051,0,15,40,1046.5,6,0,C,lowTreble,
4052,0,31,80,1108.73,6,1,C#,lowTreble,
4053,0,46,120,1174.66,6,2,D,lowTreble,
4054,0,61,160,1244.51,6,3,D#,lowTreble,
4055,0,77,200,1318.51,6,4,E,lowTreble,
4056,0,92,240,1396.91,6,5,F,lowTreble,
4057,25,113,255,1479.98,6,6,F#,lowTreble,
4058,65,138,255,1567.98,6,7,G,lowTreble,
4059,105,163,255,1661.22,6,8,G#,lowTreble,
4060,145,187,255,1760.0,6,8,G#,lowTreble,
4061,185,212,255,1864.66,6,10,A#,lowTreble,
4062,225,236,255,1975.53,6,11,B,lowTreble,
4063,20,0,34,2093.0,7,0,C,midTreble,
4064,40,0,69,2217.46,7,1,C#,midTreble,
4065,60,0,103,2349.32,7,2,D,midTreble,
4066,80,0,137,2489.0,7,3,D#,midTreble,
4067,100,0,171,2637.0,7,4,E,midTreble,
4068,120,0,206,2793.83,7,5,F,midTreble,
4069,140,0,240,2959.96,7,6,F#,midTreble,
4070,157,19,255,3135.96,7,7,G,midTreble,
4071,171,54,255,3322.44,7,8,G#,midTreble,
4072,186,88,255,3520.0,7,8,G#,midTreble,
4073,200,122,255,3729.31,7,10,A#,midTreble,
4074,214,157,255,3951.0,7,11,B,midTreble,
4075,20,0,28,4186.0,8,0,C,highTreble,
4076,41,0,57,4434.92,8,1,C#,highTreble,
4077,61,0,85,4698.63,8,2,D,highTreble,
4078,81,0,114,4978.0,8,3,D#,highTreble,
4079,102,0,142,5274.0,8,4,E,highTreble,
4080,122,0,170,5587.65,8,4,E,highTreble,
4081,143,0,199,5919.91,8,6,F#,highTreble,
4082,163,0,227,6271.93,8,7,G,highTreble,
4083,183,1,255,6644.88,8,8,G#,highTreble,
4084,191,29,255,7040.0,8,9,A,highTreble,
4085,199,58,255,7458.62,8,10,A#,highTreble,
4086,207,86,255,7902.13,8,11,B,highTreble,
4087,23,0,0,16.84,0,0,C,lowBass,
4088,38,0,0,17.84,0,1,C#,lowBass,
4089,54,0,0,18.97,0,2,D,lowBass,
4090,68,0,0,19.99,0,3,D#,lowBass,
4091,84,0,0,21.26,0,4,E,lowBass,
4092,99,0,0,22.48,0,5,F,lowBass,
4093,114,0,0,23.81,0,6,F#,lowBass,
4094,129,0,0,25.23,0,7,G,lowBass,
4095,144,0,0,26.68,0,8,G#,lowBass,
4096,160,0,0,28.37,0,9,A,lowBass,
4097,175,0,0,30.01,0,10,A#,lowBass,
4098,20,0,0,31.79,0,11,B,lowBass,
4099,60,0,0,33.68,1,0,C,midBass,
4100,100,0,0,35.68,1,1,C#,midBass,
4101,140,0,0,37.8,1,2,D,midBass,
4102,180,0,0,40.05,1,3,D#,midBass,
4103,220,0,0,42.43,1,4,E,midBass,
4104,255,5,5,44.65,1,5,F,midBass,
4105,255,45,45,47.63,1,6,F#,midBass,
4106,255,85,85,52.46,1,7,G,midBass,
4107,255,125,125,55.46,1,7,G,midBass,
4108,255,165,165,56.64,1,8,G#,midBass,
4109,255,205,205,60.01,1,10,A#,midBass,
4110,20,11,0,63.68,1,11,B,midBass,
4111,60,32,0,67.36,2,0,C,highBass,
4112,100,53,0,71.33,2,1,C#,highBass,
4113,140,75,0,75.64,2,2,D,highBass,
4114,180,96,0,80.1,2,3,D#,highBass,
4115,220,117,0,84.82,2,4,E,highBass,
4116,255,138,5,89.91,2,5,F,highBass,
4117,255,157,45,95.25,2,6,F#,highBass,
4118,255,176,85,100.96,2,7,G,highBass,
4119,255,194,125,106.86,2,8,G#,highBass,
4120,255,213,165,113.27,2,8,G#,highBass,
4121,255,232,205,120.06,2,10,A#,highBass,
4122,20,19,0,127.38,2,11,B,highBass,
4123,60,56,0,134.7,3,0,C,lowMidrange,
4124,100,93,0,142.66,3,1,C#,lowMidrange,
4125,140,131,0,151.2,3,2,D,lowMidrange,
4126,180,168,0,160.12,3,3,D#,lowMidrange,
4127,220,205,0,169.65,3,4,E,lowMidrange,
4128,255,238,5,180.92,3,5,F,lowMidrange,
4129,255,241,45,190.5,3,6,F#,lowMidrange,
4130,255,244,85,201.96,3,7,G,lowMidrange,
4131,255,246,125,213.68,3,8,G#,lowMidrange,
4132,255,249,165,226.54,3,8,G#,lowMidrange,
4133,255,252,205,240.17,3,10,A#,lowMidrange,
4134,9,20,0,254.79,3,11,B,lowMidrange,
4135,26,60,0,269.41,4,0,C,midMidrange,
4136,43,100,0,285.28,4,1,C#,midMidrange,
4137,61,140,0,302.55,4,2,D,midMidrange,
4138,78,180,0,320.38,4,3,D#,midMidrange,
4139,95,220,0,339.26,4,4,E,midMidrange,
4140,113,255,5,359.1,4,5,F,midMidrange,
4141,136,255,45,381.0,4,6,F#,midMidrange,
4142,159,255,85,403.83,4,7,G,midMidrange,
4143,181,255,125,427.45,4,8,G#,midMidrange,
4144,204,255,165,453.08,4,8,G#,midMidrange,
4145,227,255,205,480.24,4,10,A#,midMidrange,
4146,0,15,20,509.53,5,11,B,highMidrange,
4147,0,45,60,538.81,5,0,C,highMidrange,
4148,0,75,100,570.85,5,1,C#,highMidrange,
4149,0,105,140,604.79,5,2,D,highMidrange,
4150,0,135,180,640.75,5,3,D#,highMidrange,
4151,0,165,220,678.86,5,4,E,highMidrange,
4152,5,192,255,721.78,5,5,F,highMidrange,
4153,45,202,255,761.99,5,6,F#,highMidrange,
4154,85,213,255,808.23,5,7,G,highMidrange,
4155,125,222,255,855.31,5,8,G#,highMidrange,
4156,165,233,255,906.68,5,8,G#,highMidrange,
4157,205,242,255,959.48,5,10,A#,highMidrange,
4158,0,8,20,1018.55,6,11,B,lowTreble,
4159,0,23,60,1077.62,6,0,C,lowTreble,
4160,0,38,100,1141.1,6,1,C#,lowTreble,
4161,0,54,140,1210.22,6,2,D,lowTreble,
4162,0,69,180,1281.51,6,3,D#,lowTreble,
4163,0,84,220,1357.0,6,4,E,lowTreble,
4164,5,101,255,1436.4,6,5,F,lowTreble,
4165,45,125,255,1523.3,6,6,F#,lowTreble,
4166,85,150,255,1613.88,6,7,G,lowTreble,
4167,125,175,255,1710.61,6,8,G#,lowTreble,
4168,165,200,255,1813.14,6,8,G#,lowTreble,
4169,205,224,255,1920.1,6,10,A#,lowTreble,
4170,10,0,17,2038.23,7,11,B,midTreble,
4171,30,0,52,2156.36,7,0,C,midTreble,
4172,50,0,86,2283.39,7,1,C#,midTreble,
4173,70,0,120,2419.16,7,2,D,midTreble,
4174,90,0,155,2565.74,7,3,D#,midTreble,
4175,110,0,189,2716.84,7,4,E,midTreble,
4176,130,0,223,2876.9,7,5,F,midTreble,
4177,150,3,255,3056.59,7,6,F#,midTreble,
4178,164,37,255,3231.1,7,7,G,midTreble,
4179,178,71,255,3419.2,7,8,G#,midTreble,
4180,193,106,255,3629.02,7,8,G#,midTreble,
4181,207,140,255,3842.42,7,10,A#,midTreble,
4182,10,0,14,4078.93,7,11,B,midTreble,
4183,31,0,43,4315.44,8,0,C,highTreble,
4184,51,0,71,4566.78,8,1,C#,highTreble,
4185,71,0,99,4835.46,8,2,D,highTreble,
4186,92,0,128,5129.02,8,3,D#,highTreble,
4187,112,0,156,5430.83,8,4,E,highTreble,
4188,132,0,185,5753.78,8,5,F,highTreble,
4189,152,0,213,6088.59,8,6,F#,highTreble,
4190,173,0,242,6462.21,8,7,G,highTreble,
4191,187,15,255,6842.44,8,8,G#,highTreble,
4192,195,43,255,7243.65,8,9,A,highTreble,
4193,203,71,255,7668.06,8,10,A#,highTreble,
4194,97,0,0,22.48,0,5,F,lowBass,
4195,255,0,0,44.95,1,5,F,midBass,
4196,255,136,0,89.91,2,5,F,highBass,
4197,255,238,0,179.81,3,5,F,lowMidrange,
4198,111,255,0,359.61,4,5,F,midMidrange,
4199,0,191,255,719.23,5,5,F,highMidrange,
4200,0,98,255,1438.23,6,5,F,lowTreble,
4201,128,0,219,2876.9,7,5,F,midTreble,
4202,130,0,181,5753.78,8,5,F,highTreble,
4203,97,0,0,22.48,0,5,F,lowBass,
4204,255,0,0,44.95,1,5,F,midBass,
4205,255,137,0,89.8,2,5,F,highBass,
4206,255,239,0,179.7,3,5,F,lowMidrange,
4207,112,255,0,359.5,4,5,F,midMidrange,
4208,0,192,255,719.12,5,5,F,highMidrange,
4209,0,97,255,1438.34,6,5,F,lowTreble,
4210,126,0,219,2877.12,7,5,F,midTreble,
4211,131,0,181,5753.67,8,5,F,highTreble,
4212,15,0,0,16.35,0,0,C,lowBass,
4213,31,0,0,17.32,0,1,C#,lowBass,
4214,45,0,0,18.35,0,2,D,lowBass,
4215,61,0,0,19.45,0,3,D#,lowBass,
4216,76,0,0,20.6,0,4,E,lowBass,
4217,91,0,0,21.83,0,5,F,lowBass,
4218,107,0,0,23.12,0,6,F#,lowBass,
4219,121,0,0,24.5,0,7,G,lowBass,
4220,137,0,0,25.96,0,8,G#,lowBass,
4221,152,0,0,27.5,0,9,A,lowBass,
4222,167,0,0,29.14,0,10,A#,lowBass,
4223,183,0,0,30.87,0,11,B,lowBass,
4224,40,0,0,32.7,1,0,C,midBass,
4225,80,0,0,34.65,1,1,C#,midBass,
4226,120,0,0,36.71,1,2,D,midBass,
4227,160,0,0,38.89,1,3,D#,midBass,
4228,200,0,0,41.2,1,4,E,midBass,
4229,240,0,0,43.65,1,5,F,midBass,
4230,255,25,25,46.25,1,6,F#,midBass,
4231,255,65,65,49.0,1,7,G,midBass,
4232,255,105,105,55.91,1,8,G#,midBass,
4233,255,145,145,55.0,1,7,G,midBass,
4234,255,185,185,58.27,1,10,A#,midBass,
4235,255,225,225,61.74,1,11,B,midBass,
4236,40,21,0,65.41,2,0,C,highBass,
4237,80,43,0,69.3,2,1,C#,highBass,
4238,120,64,0,73.42,2,2,D,highBass,
4239,160,85,0,77.78,2,3,D#,highBass,
4240,200,107,0,82.41,2,4,E,highBass,
4241,240,128,0,87.31,2,5,F,highBass,
4242,255,148,25,92.5,2,6,F#,highBass,
4243,255,166,65,98.0,2,7,G,highBass,
4244,255,185,105,103.83,2,8,G#,highBass,
4245,255,204,145,110.0,2,8,G#,highBass,
4246,255,222,185,116.54,2,10,A#,highBass,
4247,255,241,225,123.47,2,10,A#,highBass,
4248,40,37,0,130.81,3,0,C,lowMidrange,
4249,80,75,0,138.59,3,1,C#,lowMidrange,
4250,120,112,0,146.83,3,2,D,lowMidrange,
4251,160,150,0,155.56,3,3,D#,lowMidrange,
4252,200,187,0,164.81,3,4,E,lowMidrange,
4253,240,224,0,174.61,3,5,F,lowMidrange,
4254,255,240,25,185.0,3,6,F#,lowMidrange,
4255,255,242,65,196.0,3,7,G,lowMidrange,
4256,255,245,105,207.65,3,8,G#,lowMidrange,
4257,255,248,145,220.0,3,8,G#,lowMidrange,
4258,255,250,185,233.08,3,10,A#,lowMidrange,
4259,255,253,225,246.94,3,11,B,lowMidrange,
4260,17,40,0,261.63,4,0,C,midMidrange,
4261,35,80,0,277.18,4,1,C#,midMidrange,
4262,52,120,0,293.66,4,2,D,midMidrange,
4263,69,160,0,311.13,4,3,D#,midMidrange,
4264,87,200,0,329.63,4,4,E,midMidrange,
4265,104,240,0,349.23,4,5,F,midMidrange,
4266,125,255,25,369.99,4,6,F#,midMidrange,
4267,147,255,65,392.0,4,7,G,midMidrange,
4268,170,255,105,415.3,4,8,G#,midMidrange,
4269,193,255,145,440.0,4,8,G#,midMidrange,
4270,215,255,185,466.16,4,9,A,midMidrange,
4271,238,255,225,493.88,4,10,A#,midMidrange,
4272,0,30,40,523.25,5,0,C,highMidrange,
4273,0,60,80,554.37,5,1,C#,highMidrange,
4274,0,90,120,587.33,5,2,D,highMidrange,
4275,0,120,160,622.25,5,3,D#,highMidrange,
4276,0,150,200,659.25,5,4,E,highMidrange,
4277,0,180,240,698.46,5,5,F,highMidrange,
4278,25,197,255,739.99,5,6,F#,highMidrange,
4279,65,207,255,783.99,5,7,G,highMidrange,
4280,105,217,255,830.61,5,8,G#,highMidrange,
4281,145,227,255,880.0,5,8,G#,highMidrange,
4282,185,238,255,932.33,5,10,A#,highMidrange,
4283,225,247,255,987.77,5,11,B,highMidrange,
4284,0,15,40,1046.5,6,0,C,lowTreble,
4285,0,31,80,1108.73,6,1,C#,lowTreble,
4286,0,46,120,1174.66,6,2,D,lowTreble,
4287,0,61,160,1244.51,6,3,D#,lowTreble,
4288,0,77,200,1318.51,6,4,E,lowTreble,
4289,0,92,240,1396.91,6,5,F,lowTreble,
4290,25,113,255,1479.98,6,6,F#,lowTreble,
4291,65,138,255,1567.98,6,7,G,lowTreble,
4292,105,163,255,1661.22,6,8,G#,lowTreble,
4293,145,187,255,1760.0,6,8,G#,lowTreble,
4294,185,212,255,1864.66,6,10,A#,lowTreble,
4295,225,236,255,1975.53,6,11,B,lowTreble,
4296,20,0,34,2093.0,7,0,C,midTreble,
4297,40,0,69,2217.46,7,1,C#,midTreble,
4298,60,0,103,2349.32,7,2,D,midTreble,
4299,80,0,137,2489.0,7,3,D#,midTreble,
4300,100,0,171,2637.0,7,4,E,midTreble,
4301,120,0,206,2793.83,7,5,F,midTreble,
4302,140,0,240,2959.96,7,6,F#,midTreble,
4303,157,19,255,3135.96,7,7,G,midTreble,
4304,171,54,255,3322.44,7,8,G#,midTreble,
4305,186,88,255,3520.0,7,8,G#,midTreble,
4306,200,122,255,3729.31,7,10,A#,midTreble,
4307,214,157,255,3951.0,7,11,B,midTreble,
4308,20,0,28,4186.0,8,0,C,highTreble,
4309,41,0,57,4434.92,8,1,C#,highTreble,
4310,61,0,85,4698.63,8,2,D,highTreble,
4311,81,0,114,4978.0,8,3,D#,highTreble,
4312,102,0,142,5274.0,8,4,E,highTreble,
4313,122,0,170,5587.65,8,4,E,highTreble,
4314,143,0,199,5919.91,8,6,F#,highTreble,
4315,163,0,227,6271.93,8,7,G,highTreble,
4316,183,1,255,6644.88,8,8,G#,highTreble,
4317,191,29,255,7040.0,8,9,A,highTreble,
4318,199,58,255,7458.62,8,10,A#,highTreble,
4319,207,86,255,7902.13,8,11,B,highTreble,
4320,23,0,0,16.84,0,0,C,lowBass,
4321,38,0,0,17.84,0,1,C#,lowBass,
4322,54,0,0,18.97,0,2,D,lowBass,
4323,68,0,0,19.99,0,3,D#,lowBass,
4324,84,0,0,21.26,0,4,E,lowBass,
4325,99,0,0,22.48,0,5,F,lowBass,
4326,114,0,0,23.81,0,6,F#,lowBass,
4327,129,0,0,25.23,0,7,G,lowBass,
4328,144,0,0,26.68,0,8,G#,lowBass,
4329,160,0,0,28.37,0,9,A,lowBass,
4330,175,0,0,30.01,0,10,A#,lowBass,
4331,20,0,0,31.79,0,11,B,lowBass,
4332,60,0,0,33.68,1,0,C,midBass,
4333,100,0,0,35.68,1,1,C#,midBass,
4334,140,0,0,37.8,1,2,D,midBass,
4335,180,0,0,40.05,1,3,D#,midBass,
4336,220,0,0,42.43,1,4,E,midBass,
4337,255,5,5,44.65,1,5,F,midBass,
4338,255,45,45,47.63,1,6,F#,midBass,
4339,255,85,85,52.46,1,7,G,midBass,
4340,255,125,125,55.46,1,7,G,midBass,
4341,255,165,165,56.64,1,8,G#,midBass,
4342,255,205,205,60.01,1,10,A#,midBass,
4343,20,11,0,63.68,1,11,B,midBass,
4344,60,32,0,67.36,2,0,C,highBass,
4345,100,53,0,71.33,2,1,C#,highBass,
4346,140,75,0,75.64,2,2,D,highBass,
4347,180,96,0,80.1,2,3,D#,highBass,
4348,220,117,0,84.82,2,4,E,highBass,
4349,255,138,5,89.91,2,5,F,highBass,
4350,255,157,45,95.25,2,6,F#,highBass,
4351,255,176,85,100.96,2,7,G,highBass,
4352,255,194,125,106.86,2,8,G#,highBass,
4353,255,213,165,113.27,2,8,G#,highBass,
4354,255,232,205,120.06,2,10,A#,highBass,
4355,20,19,0,127.38,2,11,B,highBass,
4356,60,56,0,134.7,3,0,C,lowMidrange,
4357,100,93,0,142.66,3,1,C#,lowMidrange,
4358,140,131,0,151.2,3,2,D,lowMidrange,
4359,180,168,0,160.12,3,3,D#,lowMidrange,
4360,220,205,0,169.65,3,4,E,lowMidrange,
4361,255,238,5,180.92,3,5,F,lowMidrange,
4362,255,241,45,190.5,3,6,F#,lowMidrange,
4363,255,244,85,201.96,3,7,G,lowMidrange,
4364,255,246,125,213.68,3,8,G#,lowMidrange,
4365,255,249,165,226.54,3,8,G#,lowMidrange,
4366,255,252,205,240.17,3,10,A#,lowMidrange,
4367,9,20,0,254.79,3,11,B,lowMidrange,
4368,26,60,0,269.41,4,0,C,midMidrange,
4369,43,100,0,285.28,4,1,C#,midMidrange,
4370,61,140,0,302.55,4,2,D,midMidrange,
4371,78,180,0,320.38,4,3,D#,midMidrange,
4372,95,220,0,339.26,4,4,E,midMidrange,
4373,113,255,5,359.1,4,5,F,midMidrange,
4374,136,255,45,381.0,4,6,F#,midMidrange,
4375,159,255,85,403.83,4,7,G,midMidrange,
4376,181,255,125,427.45,4,8,G#,midMidrange,
4377,204,255,165,453.08,4,8,G#,midMidrange,
4378,227,255,205,480.24,4,10,A#,midMidrange,
4379,0,15,20,509.53,5,11,B,highMidrange,
4380,0,45,60,538.81,5,0,C,highMidrange,
4381,0,75,100,570.85,5,1,C#,highMidrange,
4382,0,105,140,604.79,5,2,D,highMidrange,
4383,0,135,180,640.75,5,3,D#,highMidrange,
4384,0,165,220,678.86,5,4,E,highMidrange,
4385,5,192,255,721.78,5,5,F,highMidrange,
4386,45,202,255,761.99,5,6,F#,highMidrange,
4387,85,213,255,808.23,5,7,G,highMidrange,
4388,125,222,255,855.31,5,8,G#,highMidrange,
4389,165,233,255,906.68,5,8,G#,highMidrange,
4390,205,242,255,959.48,5,10,A#,highMidrange,
4391,0,8,20,1018.55,6,11,B,lowTreble,
4392,0,23,60,1077.62,6,0,C,lowTreble,
4393,0,38,100,1141.1,6,1,C#,lowTreble,
4394,0,54,140,1210.22,6,2,D,lowTreble,
4395,0,69,180,1281.51,6,3,D#,lowTreble,
4396,0,84,220,1357.0,6,4,E,lowTreble,
4397,5,101,255,1436.4,6,5,F,lowTreble,
4398,45,125,255,1523.3,6,6,F#,lowTreble,
4399,85,150,255,1613.88,6,7,G,lowTreble,
4400,125,175,255,1710.61,6,8,G#,lowTreble,
4401,165,200,255,1813.14,6,8,G#,lowTreble,
4402,205,224,255,1920.1,6,10,A#,lowTreble,
4403,10,0,17,2038.23,7,11,B,midTreble,
4404,30,0,52,2156.36,7,0,C,midTreble,
4405,50,0,86,2283.39,7,1,C#,midTreble,
4406,70,0,120,2419.16,7,2,D,midTreble,
4407,90,0,155,2565.74,7,3,D#,midTreble,
4408,110,0,189,2716.84,7,4,E,midTreble,
4409,130,0,223,2876.9,7,5,F,midTreble,
4410,150,3,255,3056.59,7,6,F#,midTreble,
4411,164,37,255,3231.1,7,7,G,midTreble,
4412,178,71,255,3419.2,7,8,G#,midTreble,
4413,193,106,255,3629.02,7,8,G#,midTreble,
4414,207,140,255,3842.42,7,10,A#,midTreble,
4415,10,0,14,4078.93,7,11,B,midTreble,
4416,31,0,43,4315.44,8,0,C,highTreble,
4417,51,0,71,4566.78,8,1,C#,highTreble,
4418,71,0,99,4835.46,8,2,D,highTreble,
4419,92,0,128,5129.02,8,3,D#,highTreble,
4420,112,0,156,5430.83,8,4,E,highTreble,
4421,132,0,185,5753.78,8,5,F,highTreble,
4422,152,0,213,6088.59,8,6,F#,highTreble,
4423,173,0,242,6462.21,8,7,G,highTreble,
4424,187,15,255,6842.44,8,8,G#,highTreble,
4425,195,43,255,7243.65,8,9,A,highTreble,
4426,203,71,255,7668.06,8,10,A#,highTreble,
4427,97,0,0,22.48,0,5,F,lowBass,
4428,255,0,0,44.95,1,5,F,midBass,
4429,255,136,0,89.91,2,5,F,highBass,
4430,255,238,0,179.81,3,5,F,lowMidrange,
4431,111,255,0,359.61,4,5,F,midMidrange,
4432,0,191,255,719.23,5,5,F,highMidrange,
4433,0,98,255,1438.23,6,5,F,lowTreble,
4434,128,0,219,2876.9,7,5,F,midTreble,
4435,130,0,181,5753.78,8,5,F,highTreble,
4436,97,0,0,22.48,0,5,F,lowBass,
4437,255,0,0,44.95,1,5,F,midBass,
4438,255,137,0,89.8,2,5,F,highBass,
4439,255,239,0,179.7,3,5,F,lowMidrange,
4440,112,255,0,359.5,4,5,F,midMidrange,
4441,0,192,255,719.12,5,5,F,highMidrange,
4442,0,97,255,1438.34,6,5,F,lowTreble,
4443,126,0,219,2877.12,7,5,F,midTreble,
4444,131,0,181,5753.67,8,5,F,highTreble,
4445,15,0,0,16.35,0,0,C,lowBass,
4446,31,0,0,17.32,0,1,C#,lowBass,
4447,45,0,0,18.35,0,2,D,lowBass,
4448,61,0,0,19.45,0,3,D#,lowBass,
4449,76,0,0,20.6,0,4,E,lowBass,
4450,91,0,0,21.83,0,5,F,lowBass,
4451,107,0,0,23.12,0,6,F#,lowBass,
4452,121,0,0,24.5,0,7,G,lowBass,
4453,137,0,0,25.96,0,8,G#,lowBass,
4454,152,0,0,27.5,0,9,A,lowBass,
4455,167,0,0,29.14,0,10,A#,lowBass,
4456,183,0,0,30.87,0,11,B,lowBass,
4457,40,0,0,32.7,1,0,C,midBass,
4458,80,0,0,34.65,1,1,C#,midBass,
4459,120,0,0,36.71,1,2,D,midBass,
4460,160,0,0,38.89,1,3,D#,midBass,
4461,200,0,0,41.2,1,4,E,midBass,
4462,240,0,0,43.65,1,5,F,midBass,
4463,255,25,25,46.25,1,6,F#,midBass,
4464,255,65,65,49.0,1,7,G,midBass,
4465,255,105,105,55.91,1,8,G#,midBass,
4466,255,145,145,55.0,1,7,G,midBass,
4467,255,185,185,58.27,1,10,A#,midBass,
4468,255,225,225,61.74,1,11,B,midBass,
4469,40,21,0,65.41,2,0,C,highBass,
4470,80,43,0,69.3,2,1,C#,highBass,
4471,120,64,0,73.42,2,2,D,highBass,
4472,160,85,0,77.78,2,3,D#,highBass,
4473,200,107,0,82.41,2,4,E,highBass,
4474,240,128,0,87.31,2,5,F,highBass,
4475,255,148,25,92.5,2,6,F#,highBass,
4476,255,166,65,98.0,2,7,G,highBass,
4477,255,185,105,103.83,2,8,G#,highBass,
4478,255,204,145,110.0,2,8,G#,highBass,
4479,255,222,185,116.54,2,10,A#,highBass,
4480,255,241,225,123.47,2,10,A#,highBass,
4481,40,37,0,130.81,3,0,C,lowMidrange,
4482,80,75,0,138.59,3,1,C#,lowMidrange,
4483,120,112,0,146.83,3,2,D,lowMidrange,
4484,160,150,0,155.56,3,3,D#,lowMidrange,
4485,200,187,0,164.81,3,4,E,lowMidrange,
4486,240,224,0,174.61,3,5,F,lowMidrange,
4487,255,240,25,185.0,3,6,F#,lowMidrange,
4488,255,242,65,196.0,3,7,G,lowMidrange,
4489,255,245,105,207.65,3,8,G#,lowMidrange,
4490,255,248,145,220.0,3,8,G#,lowMidrange,
4491,255,250,185,233.08,3,10,A#,lowMidrange,
4492,255,253,225,246.94,3,11,B,lowMidrange,
4493,17,40,0,261.63,4,0,C,midMidrange,
4494,35,80,0,277.18,4,1,C#,midMidrange,
4495,52,120,0,293.66,4,2,D,midMidrange,
4496,69,160,0,311.13,4,3,D#,midMidrange,
4497,87,200,0,329.63,4,4,E,midMidrange,
4498,104,240,0,349.23,4,5,F,midMidrange,
4499,125,255,25,369.99,4,6,F#,midMidrange,
4500,147,255,65,392.0,4,7,G,midMidrange,
4501,170,255,105,415.3,4,8,G#,midMidrange,
4502,193,255,145,440.0,4,8,G#,midMidrange,
4503,215,255,185,466.16,4,9,A,midMidrange,
4504,238,255,225,493.88,4,10,A#,midMidrange,
